"","context_group","groupText","context","id","answer","text","group","value"
"2076","11_2","break the windows",11,154,1,"break the window",2,95
"2077","11_2","break the windows",11,155,1,"Break the glass immediately",2,41
"2078","11_2","break the windows",11,156,1,"Break the window and let the dog run free",2,34.6666666666667
"2079","11_2","break the windows",11,162,1,"Break the car's window to free the dog",2,35
"2080","11_2","break the windows",11,163,1,"break the window",2,72
"2081","11_2","break the windows",11,165,1,"break the window",2,71.6666666666667
"2082","11_2","break the windows",11,166,1,"Break the window",2,76.3333333333333
"2083","11_2","break the windows",11,167,1,"break the window",2,3.66666666666667
"2084","11_2","break the windows",11,168,1,"Break window with large rock.",2,59
"2085","11_2","break the windows",11,171,1,"break the window",2,36.6666666666667
"2086","11_2","break the windows",11,173,1,"bust the window",2,87
"2087","11_2","break the windows",11,179,1,"break a window",2,83.3333333333333
"2088","11_2","break the windows",11,180,1,"Try to break the window.",2,73.3333333333333
"2089","11_2","break the windows",11,182,1,"Erica can break the glass and save the dog.",2,55
"2090","11_2","break the windows",11,184,1,"Break the window and free the dog.",2,85
"2091","11_2","break the windows",11,195,1,"break the windows",2,40.3333333333333
"2092","11_2","break the windows",11,196,1,"rescue the dog",2,89.3333333333333
"2093","11_2","break the windows",11,199,1,"Break the car window.",2,18
"2094","11_2","break the windows",11,201,1,"Break the window.",2,43.6666666666667
"2095","11_2","break the windows",11,202,1,"break the car window",2,52
"2096","11_2","break the windows",11,106,2,"break window",2,81.3333333333333
"2097","11_2","break the windows",11,119,2,"smash the window and let the dog out.",2,83.6666666666667
"2098","11_2","break the windows",11,122,2,"break the window",2,85.6666666666667
"2099","11_2","break the windows",11,123,2,"break a window in the car to get the dog out",2,78.3333333333333
"2100","11_2","break the windows",11,128,2,"Break a window",2,58
"2101","11_2","break the windows",11,130,2,"Erica could ask someone walking by to help her break the window",2,81
"2102","11_2","break the windows",11,134,2,"Break the window",2,95
"2103","11_2","break the windows",11,139,2,"Smash the window and rescue the dog",2,73.3333333333333
"2104","11_2","break the windows",11,141,2,"Erica could smash out the windows to help the dog",2,41.6666666666667
"2105","11_2","break the windows",11,144,2,"Try to get the dog out",2,100
"2106","11_2","break the windows",11,148,2,"Break a window",2,50
"2107","11_2","break the windows",11,152,2,"break a window",2,91
"2108","11_2","break the windows",11,157,2,"smash the car window",2,43
"2109","11_2","break the windows",11,159,2,"Break car window",2,72.6666666666667
"2110","11_2","break the windows",11,160,2,"try breaking glass",2,10.3333333333333
"2111","11_2","break the windows",11,164,2,"She could bust the window out.",2,43.3333333333333
"2112","11_2","break the windows",11,176,2,"break a window",2,45
"2113","11_2","break the windows",11,183,2,"break the window",2,60
"2114","11_2","break the windows",11,186,2,"Break the car window.",2,48
"2115","11_2","break the windows",11,191,2,"Try to break into the car",2,63.3333333333333
"2116","11_2","break the windows",11,200,2,"She could break a car window and let the dog out.",2,10.3333333333333
"2117","11_2","break the windows",11,204,2,"break the windows and let the dog out",2,49.3333333333333
"2118","11_2","break the windows",11,118,3,"Bust out the window",2,39.6666666666667
"2119","11_2","break the windows",11,129,3,"She could break the window.",2,20
"2120","11_2","break the windows",11,130,3,"Erica could break the window herself",2,60
"2121","11_2","break the windows",11,144,3,"Break the car window",2,93.6666666666667
"2122","11_2","break the windows",11,147,3,"Try to get one of the windows open",2,84.3333333333333
"2123","11_2","break the windows",11,150,3,"break window open ",2,38.6666666666667
"2124","11_2","break the windows",11,161,3,"Break the glass",2,36.6666666666667
"2125","11_2","break the windows",11,178,3,"smash a window",2,90.3333333333333
"2126","11_2","break the windows",11,181,3,"Smash the window",2,54.3333333333333
"2127","11_2","break the windows",11,185,3,"smash the window",2,42.3333333333333
"2128","11_2","break the windows",11,186,3,"Break into the car.",2,39.3333333333333
"2129","11_2","break the windows",11,187,3,"Break the car window",2,54.3333333333333
"2130","11_2","break the windows",11,192,3,"Smash the window on the car",2,23.6666666666667
"2131","11_2","break the windows",11,193,3,"break the window",2,33.6666666666667
"2132","11_2","break the windows",11,198,3,"break the window and get the dog out",2,33.6666666666667
"2133","11_2","break the windows",11,203,3,"break the window to get the dog",2,46.3333333333333
"2134","11_2","break the windows",11,206,3,"Break the window of the car.",2,23.3333333333333
"2135","11_2","break the windows",11,105,4,"SMASH THE WINDOW",2,18.3333333333333
"2136","11_2","break the windows",11,107,4,"break a window of the car",2,47.3333333333333
"2137","11_2","break the windows",11,110,4,"Break the window to save the dog.",2,81.6666666666667
"2138","11_2","break the windows",11,113,4,"break window",2,47.6666666666667
"2139","11_2","break the windows",11,114,4,"Break a window",2,23.3333333333333
"2140","11_2","break the windows",11,120,4,"Break one of the car's windows",2,66.6666666666667
"2141","11_2","break the windows",11,137,4,"break the window and help the dog get out.",2,46.3333333333333
"2142","11_2","break the windows",11,139,4,"Try to open the door with a crowbar and save it",2,43.3333333333333
"2143","11_2","break the windows",11,145,4,"break the window",2,67.6666666666667
"2144","11_2","break the windows",11,169,4,"break the window",2,21.3333333333333
"2145","11_2","break the windows",11,188,4,"Smash the window of the car.",2,28.6666666666667
"2146","11_2","break the windows",11,205,4,"Break a window",2,20
"2147","11_2","break the windows",11,116,5,"Break the windows to help the dog",2,32.3333333333333
"2148","11_2","break the windows",11,119,5,"find other people to call the cops and trying to open the window.",2,88.3333333333333
"2149","11_2","break the windows",11,121,5,"break the window",2,82.6666666666667
"2150","11_2","break the windows",11,131,5,"Break the window",2,69
"2151","11_2","break the windows",11,142,5,"Ask someone else to break the window. ",2,91.6666666666667
"2152","11_2","break the windows",11,177,5,"To break a car window.",2,47
"2153","11_2","break the windows",11,190,5,"Erica could break the windows in the car to get the dog out",2,41.6666666666667
"2154","12_2","throw the knife away",12,105,1,"THROW OUT THE KNIFE",2,97.3333333333333
"2155","12_2","throw the knife away",12,111,1,"throw away the knife",2,78.6666666666667
"2156","12_2","throw the knife away",12,112,1,"Toss the chef's knife into the garbage",2,80.3333333333333
"2157","12_2","throw the knife away",12,113,1,"throw it away",2,44
"2158","12_2","throw the knife away",12,122,1,"throw the knife away",2,75
"2159","12_2","throw the knife away",12,123,1,"Throw the knife in a nearby trash can",2,18
"2160","12_2","throw the knife away",12,126,1,"Toss it in the garbage",2,93.3333333333333
"2161","12_2","throw the knife away",12,128,1,"Throw away the knife",2,91
"2162","12_2","throw the knife away",12,134,1,"Throw the knife out ",2,93.6666666666667
"2163","12_2","throw the knife away",12,143,1,"He can remove it and put it in the trash.",2,41.6666666666667
"2164","12_2","throw the knife away",12,162,1,"Throw away the knife",2,43.3333333333333
"2165","12_2","throw the knife away",12,166,1,"throw it away",2,20
"2166","12_2","throw the knife away",12,168,1,"Dump the knife in trash can.",2,28
"2167","12_2","throw the knife away",12,173,1,"turn around and go throw it away",2,43.3333333333333
"2168","12_2","throw the knife away",12,183,1,"throw the knife away",2,75
"2169","12_2","throw the knife away",12,196,1,"drop the knife in a trash can",2,88
"2170","12_2","throw the knife away",12,198,1,"Quickly throw it away",2,62.6666666666667
"2171","12_2","throw the knife away",12,201,1,"Throw the knife in the trash.",2,36
"2172","12_2","throw the knife away",12,116,2,"Throw the knife away",2,76.6666666666667
"2173","12_2","throw the knife away",12,117,2,"Throw the knife away.",2,7.66666666666667
"2174","12_2","throw the knife away",12,125,2,"He can toss the knife away",2,38.3333333333333
"2175","12_2","throw the knife away",12,133,2,"throw it away",2,36
"2176","12_2","throw the knife away",12,137,2,"Throw the knife away.",2,74.3333333333333
"2177","12_2","throw the knife away",12,142,2,"Throw it away.",2,46.6666666666667
"2178","12_2","throw the knife away",12,146,2,"go throw it out",2,71
"2179","12_2","throw the knife away",12,149,2,"He can throw it away",2,64
"2180","12_2","throw the knife away",12,155,2,"Throw it away",2,60.3333333333333
"2181","12_2","throw the knife away",12,164,2,"Throw the knife out and get a new one when he arrives in Chicago.",2,43.3333333333333
"2182","12_2","throw the knife away",12,170,2,"Trash it",2,68.6666666666667
"2183","12_2","throw the knife away",12,176,2,"throw the knife away",2,35
"2184","12_2","throw the knife away",12,181,2,"Throw it away",2,33.6666666666667
"2185","12_2","throw the knife away",12,192,2,"Throw the knife in a garbage can",2,69.6666666666667
"2186","12_2","throw the knife away",12,197,2,"Carl could throw the knife into a trash bin",2,3.33333333333333
"2187","12_2","throw the knife away",12,199,2,"Throw the knife in the garbage.",2,72.3333333333333
"2188","12_2","throw the knife away",12,202,2,"throw the chef knife out",2,25.6666666666667
"2189","12_2","throw the knife away",12,118,3,"Throw it away",2,100
"2190","12_2","throw the knife away",12,124,3,"He could throw the knife in the trash.",2,80
"2191","12_2","throw the knife away",12,138,3,"He could step out of line and throw it out.",2,88.6666666666667
"2192","12_2","throw the knife away",12,141,3,"Carl could ditch the knife in the nearest trash receptacle",2,49.6666666666667
"2193","12_2","throw the knife away",12,144,3,"Throw it away",2,0.333333333333333
"2194","12_2","throw the knife away",12,147,3,"Throw it away",2,81
"2195","12_2","throw the knife away",12,157,3,"throw away the knife",2,68
"2196","12_2","throw the knife away",12,171,3,"throw it away",2,76.6666666666667
"2197","12_2","throw the knife away",12,182,3,"Carl can toss the knife and take his carry-on bag.",2,21.6666666666667
"2198","12_2","throw the knife away",12,194,3,"He could throw it in the trash",2,31.6666666666667
"2199","12_2","throw the knife away",12,200,3,"He could throw the knife in the trash.",2,14.3333333333333
"2200","12_2","throw the knife away",12,205,3,"Throw the knife in the garbage",2,1.66666666666667
"2201","12_2","throw the knife away",12,107,4,"throw it away",2,45.6666666666667
"2202","12_2","throw the knife away",12,124,4,"He could discard the carry on.",2,36.6666666666667
"2203","12_2","throw the knife away",12,131,4,"Throw it in a trash can",2,55.3333333333333
"2204","12_2","throw the knife away",12,140,4,"throw it away",2,40.3333333333333
"2205","12_2","throw the knife away",12,167,4,"throw it away in the trash",2,37.6666666666667
"2206","12_2","throw the knife away",12,169,4,"take out the knife and throw it away",2,15
"2207","12_2","throw the knife away",12,172,4,"Carl could throw the knife away in the garbage.",2,48.3333333333333
"2208","12_2","throw the knife away",12,174,4,"Drop the bag on the ground where he stands and walk away, dazed and determined to leave his life behind.",2,16.6666666666667
"2209","12_2","throw the knife away",12,175,4,"Throw it away and purchase new ones at the destination",2,43.3333333333333
"2210","12_2","throw the knife away",12,179,4,"throw away the knife",2,83.3333333333333
"2211","12_2","throw the knife away",12,186,4,"Throw the knife out.",2,60
"2212","12_2","throw the knife away",12,193,4,"take knife out and throw in garbage",2,67.6666666666667
"2213","12_2","throw the knife away",12,195,4,"throw the knife in the trash",2,22.6666666666667
"2214","12_2","throw the knife away",12,203,4,"throw the knife away",2,51.6666666666667
"2215","12_2","throw the knife away",12,204,4,"Remove it and put it in the nearest trash can",2,59.3333333333333
"2216","12_2","throw the knife away",12,109,5,"Trash it in the garbage can",2,25.6666666666667
"2217","12_2","throw the knife away",12,119,5,"go to the bathroom and throw the knife away.",2,66
"2218","12_2","throw the knife away",12,120,5,"Throw his knife away / let security confiscate it",2,81.6666666666667
"2219","12_2","throw the knife away",12,126,5,"Leave it in the bathroom",2,11.3333333333333
"2220","12_2","throw the knife away",12,129,5,"Throw it in the garbage can.",2,43.3333333333333
"2221","12_2","throw the knife away",12,165,5,"throw away the knife",2,50
"2222","12_2","throw the knife away",12,166,5,"leave it in the bathroom",2,61
"2223","12_2","throw the knife away",12,169,5,"leave his bag on the ground",2,8.66666666666667
"2224","12_2","throw the knife away",12,184,5,"Throw the knife away before it is scanned.",2,26.6666666666667
"2225","12_2","throw the knife away",12,193,5,"not take bag",2,53.3333333333333
"2226","12_2","throw the knife away",12,196,5,"recycle it",2,91.6666666666667
"2227","12_2","throw the knife away",12,206,5,"Discard the knife in a nearby garbage can.",2,50
"2228","12_2","throw the knife away",12,207,5,"Throw it in the garbage can. ",2,7.33333333333333
"2229","13_2","tell the bride/groom",13,212,1,"Tell the groom about the problem",2,91.6666666666667
"2230","13_2","tell the bride/groom",13,218,1,"tell the bride",2,84.6666666666667
"2231","13_2","tell the bride/groom",13,219,1,"Tell the bride and groom immediately",2,95
"2232","13_2","tell the bride/groom",13,223,1,"Explain to his sister about what happened.",2,100
"2233","13_2","tell the bride/groom",13,226,1,"Whisper to a groomsman to fetch it. ",2,66.3333333333333
"2234","13_2","tell the bride/groom",13,234,1,"Tell his sister",2,96.6666666666667
"2235","13_2","tell the bride/groom",13,250,1,"Apologize to them right away",2,87.3333333333333
"2236","13_2","tell the bride/groom",13,255,1,"alert his sister",2,100
"2237","13_2","tell the bride/groom",13,257,1,"Be honest and tell everyone",2,55.3333333333333
"2238","13_2","tell the bride/groom",13,258,1,"Tell his sister immediately",2,92
"2239","13_2","tell the bride/groom",13,261,1,"Pull his sister aside and tell her what happened",2,58.3333333333333
"2240","13_2","tell the bride/groom",13,263,1,"Tell his sister about the problem and see if she can delay the wedding until he gets the ring",2,96.6666666666667
"2241","13_2","tell the bride/groom",13,267,1,"He could explain the situation quietly",2,94.6666666666667
"2242","13_2","tell the bride/groom",13,271,1,"tell his sister",2,74.3333333333333
"2243","13_2","tell the bride/groom",13,279,1,"Inform everyone that the ring is missing and do nothing.",2,0
"2244","13_2","tell the bride/groom",13,281,1,"Tell his sister he left the ring in the taxi. ",2,71.6666666666667
"2245","13_2","tell the bride/groom",13,283,1,"Immediately let the couple know what happened",2,74.3333333333333
"2246","13_2","tell the bride/groom",13,284,1,"Tell the truth",2,100
"2247","13_2","tell the bride/groom",13,288,1,"inform his sister",2,65.3333333333333
"2248","13_2","tell the bride/groom",13,297,1,"tell his sister",2,97.6666666666667
"2249","13_2","tell the bride/groom",13,300,1,"explain the situation",2,100
"2250","13_2","tell the bride/groom",13,303,1,"Daniel could wait to explain it to everyone when his turn is up.",2,100
"2251","13_2","tell the bride/groom",13,311,1,"tell them what happened and keep going, will get it later",2,62
"2252","13_2","tell the bride/groom",13,209,2,"tell his sister",2,94.3333333333333
"2253","13_2","tell the bride/groom",13,214,2,"Admit he lost it",2,100
"2254","13_2","tell the bride/groom",13,215,2,"tell the groom",2,82
"2255","13_2","tell the bride/groom",13,217,2,"Explain to his sister about the ring.",2,94
"2256","13_2","tell the bride/groom",13,218,2,"tell the groom",2,91.3333333333333
"2257","13_2","tell the bride/groom",13,224,2,"Admit he lost it",2,63.6666666666667
"2258","13_2","tell the bride/groom",13,226,2,"Warn the bride and groom. ",2,67.6666666666667
"2259","13_2","tell the bride/groom",13,236,2,"Explain the situation to his sister",2,75
"2260","13_2","tell the bride/groom",13,239,2,"Let his sister know ",2,80.3333333333333
"2261","13_2","tell the bride/groom",13,243,2,"Get the groom involved.",2,85
"2262","13_2","tell the bride/groom",13,252,2,"Let the sister know",2,100
"2263","13_2","tell the bride/groom",13,253,2,"Tell his sister what happened",2,97.3333333333333
"2264","13_2","tell the bride/groom",13,256,2,"tell his sister what happened",2,100
"2265","13_2","tell the bride/groom",13,266,2,"Inform his sister.",2,100
"2266","13_2","tell the bride/groom",13,267,2,"He could apologize publicly ",2,55.6666666666667
"2267","13_2","tell the bride/groom",13,269,2,"Tell the groom and get him to stall",2,81.3333333333333
"2268","13_2","tell the bride/groom",13,274,2,"tell sister",2,70.6666666666667
"2269","13_2","tell the bride/groom",13,276,2,"tell his sister he does not have the ring",2,96.6666666666667
"2270","13_2","tell the bride/groom",13,278,2,"Explain what happened to everyone",2,87.6666666666667
"2271","13_2","tell the bride/groom",13,280,2,"Daniel could tell his sister that he lost the ring and they have to continue the ceremony without it.",2,88.3333333333333
"2272","13_2","tell the bride/groom",13,291,2,"Tell the sister the truth ",2,75.3333333333333
"2273","13_2","tell the bride/groom",13,292,2,"Let his sister know what has happened.",2,89.6666666666667
"2274","13_2","tell the bride/groom",13,295,2,"Tell them what happened",2,99.6666666666667
"2275","13_2","tell the bride/groom",13,302,2,"inform the couple",2,64
"2276","13_2","tell the bride/groom",13,306,2,"tell the groom",2,93.3333333333333
"2277","13_2","tell the bride/groom",13,307,2,"apologize",2,100
"2278","13_2","tell the bride/groom",13,210,3,"explain himself",2,81.3333333333333
"2279","13_2","tell the bride/groom",13,211,3,"tell his sister",2,100
"2280","13_2","tell the bride/groom",13,225,3,"tell the couple right away",2,100
"2281","13_2","tell the bride/groom",13,231,3,"Apologize",2,79.3333333333333
"2282","13_2","tell the bride/groom",13,232,3,"He can tell them he lost it",2,50.6666666666667
"2283","13_2","tell the bride/groom",13,235,3,"He could confess about loosing the ring and proceed without it.",2,85.6666666666667
"2284","13_2","tell the bride/groom",13,241,3,"Wait until it is time to exchange ring to tell them.",2,93
"2285","13_2","tell the bride/groom",13,242,3,"Tell his sister.",2,86.6666666666667
"2286","13_2","tell the bride/groom",13,244,3,"Do nothing to ruin the ceremony but gently and quickly explain when he's asked for it.",2,100
"2287","13_2","tell the bride/groom",13,249,3,"Daniel can tell his sister about the situation",2,61.3333333333333
"2288","13_2","tell the bride/groom",13,259,3,"Tell the sister he lost the ring",2,58
"2289","13_2","tell the bride/groom",13,262,3,"apologize for his mistake",2,100
"2290","13_2","tell the bride/groom",13,268,3,"Whisper into the grooms ear of problem",2,91
"2291","13_2","tell the bride/groom",13,270,3,"Tell them right away and have them deal with it.",2,42.3333333333333
"2292","13_2","tell the bride/groom",13,273,3,"let his sister know",2,57.6666666666667
"2293","13_2","tell the bride/groom",13,274,3,"tell groom",2,100
"2294","13_2","tell the bride/groom",13,275,3,"tell the groom the truth",2,86.3333333333333
"2295","13_2","tell the bride/groom",13,277,3,"tell his sister what is going on",2,92
"2296","13_2","tell the bride/groom",13,294,3,"Find the groom and explain the situation",2,90.6666666666667
"2297","13_2","tell the bride/groom",13,301,3,"say hes sorry",2,100
"2298","13_2","tell the bride/groom",13,302,3,"Inform his sister",2,50.6666666666667
"2299","13_2","tell the bride/groom",13,305,3,"Quick mouth or whisper to groom that he is without it.",2,100
"2300","13_2","tell the bride/groom",13,212,4,"Tell his sister about the problem",2,87
"2301","13_2","tell the bride/groom",13,228,4,"If he can't get the taxi back still then he may have to consider telling his sister what has transpired.",2,86
"2302","13_2","tell the bride/groom",13,233,4,"He could explain the situation to his sister",2,80
"2303","13_2","tell the bride/groom",13,245,4,"tell to everyone",2,68.6666666666667
"2304","13_2","tell the bride/groom",13,250,4,"Tell them the true story",2,100
"2305","13_2","tell the bride/groom",13,265,4,"start apologizing to his sister",2,100
"2306","13_2","tell the bride/groom",13,269,4,"Be honest about what happened",2,70
"2307","13_2","tell the bride/groom",13,272,4,"Tell the truth, maybe they're stall the ceremony for an hour or so.",2,95.6666666666667
"2308","13_2","tell the bride/groom",13,277,4,"apologise to her",2,92
"2309","13_2","tell the bride/groom",13,282,4,"Tell the truth",2,96.6666666666667
"2310","13_2","tell the bride/groom",13,287,4,"Confess outloud",2,35.3333333333333
"2311","13_2","tell the bride/groom",13,288,4,"quietly explain when he brings the ring forward",2,72
"2312","13_2","tell the bride/groom",13,293,4,"Be honest to his sister and accept the consequences",2,81.6666666666667
"2313","13_2","tell the bride/groom",13,212,5,"announce to everyone he made a mistake",2,59.6666666666667
"2314","13_2","tell the bride/groom",13,213,5,"He could admit what has happened and hop for the best",2,100
"2315","13_2","tell the bride/groom",13,219,5,"Apologize",2,100
"2316","13_2","tell the bride/groom",13,225,5,"whisper in the grooms ear",2,60.6666666666667
"2317","13_2","tell the bride/groom",13,240,5,"Explain what happened and apologize ",2,59
"2318","13_2","tell the bride/groom",13,246,5,"tell them he doesnt have it",2,50
"2319","13_2","tell the bride/groom",13,256,5,"say he lost it",2,100
"2320","13_2","tell the bride/groom",13,264,5,"Tell the groom",2,43.3333333333333
"2321","13_2","tell the bride/groom",13,268,5,"Announce out loud what you did",2,78
"2322","13_2","tell the bride/groom",13,285,5,"Explain the situation and hope the bride and groom understand.",2,56.6666666666667
"2323","13_2","tell the bride/groom",13,296,5,"Tell the truth.",2,66.6666666666667
"2324","13_2","tell the bride/groom",13,310,5,"Suddenly yell that he lost the ring",2,30
"2325","14_2","move in with his father",14,213,1,"Andy could move in with his father",2,100
"2326","14_2","move in with his father",14,215,1,"go live with him",2,75
"2327","14_2","move in with his father",14,226,1,"Move in with his father to help. ",2,65.6666666666667
"2328","14_2","move in with his father",14,227,1,"Move into his parents home with his dad",2,100
"2329","14_2","move in with his father",14,233,1,"He could move in with his father",2,96.6666666666667
"2330","14_2","move in with his father",14,244,1,"Move in with his father.",2,100
"2331","14_2","move in with his father",14,246,1,"move into the fathers home",2,56
"2332","14_2","move in with his father",14,261,1,"Move in with his father",2,83.3333333333333
"2333","14_2","move in with his father",14,263,1,"move in with his father instead",2,96.6666666666667
"2334","14_2","move in with his father",14,264,1,"Move in with his father",2,83.3333333333333
"2335","14_2","move in with his father",14,265,1,"move into the father's home",2,84.3333333333333
"2336","14_2","move in with his father",14,275,1,"move in with his dad",2,93
"2337","14_2","move in with his father",14,284,1,"Sell apartment and move into his parents's place",2,93.3333333333333
"2338","14_2","move in with his father",14,297,1,"move in with his father",2,85.3333333333333
"2339","14_2","move in with his father",14,309,1,"Move in with his father in his father's home",2,89.3333333333333
"2340","14_2","move in with his father",14,209,2,"move in with his dad",2,95
"2341","14_2","move in with his father",14,218,2,"move into fathers home with him",2,62.6666666666667
"2342","14_2","move in with his father",14,257,2,"Move in with his father",2,88.6666666666667
"2343","14_2","move in with his father",14,258,2,"Move into Fathers home",2,97
"2344","14_2","move in with his father",14,273,2,"move to his fathers home",2,73
"2345","14_2","move in with his father",14,282,2,"Go live him his dad. ",2,95.6666666666667
"2346","14_2","move in with his father",14,283,2,"Move in with his father",2,50
"2347","14_2","move in with his father",14,287,2,"Move in with his Father",2,95.6666666666667
"2348","14_2","move in with his father",14,292,2,"Move in with his father.",2,79.3333333333333
"2349","14_2","move in with his father",14,307,2,"move in with his father",2,96.6666666666667
"2350","14_2","move in with his father",14,223,3,"Andy could offer to move in with his father.",2,91.6666666666667
"2351","14_2","move in with his father",14,224,3,"Move into father's house",2,77.6666666666667
"2352","14_2","move in with his father",14,268,3,"Move in with his father to assist him",2,90.6666666666667
"2353","14_2","move in with his father",14,276,4,"offer to live with the father and help him",2,80
"2354","14_2","move in with his father",14,260,5,"live where his father already lives",2,85.6666666666667
"2355","14_2","move in with his father",14,294,5,"Move into his father's house",2,83.3333333333333
"2356","14_2","move in with his father",14,304,5,"move to his dad home",2,97
"2357","15_2","prioritize who gets food",15,272,1,"Ration it to those most likely to survive.",2,27.3333333333333
"2358","15_2","prioritize who gets food",15,289,1,"Take charge of the situation and ration the food, giving more to those who need it most and less to those who need it less.",2,80.3333333333333
"2359","15_2","prioritize who gets food",15,269,2,"Decide who can get food and who should be on a reduced amount of food",2,69
"2360","15_2","prioritize who gets food",15,272,2,"Men use less than women and children/elderly.",2,87.3333333333333
"2361","15_2","prioritize who gets food",15,291,2,"Take a survey of those who are weak and vulnerable on the ship and make them a priority",2,54.3333333333333
"2362","15_2","prioritize who gets food",15,296,2,"Feed only the women and children.",2,40
"2363","15_2","prioritize who gets food",15,216,3,"Sell food to people willing to pay the most",2,16
"2364","15_2","prioritize who gets food",15,225,3,"only let kids eat",2,65.6666666666667
"2365","15_2","prioritize who gets food",15,238,3," have the men Stop eating so there is more food",2,73.6666666666667
"2366","15_2","prioritize who gets food",15,240,3,"explain the situation and limit the food to crew",2,11.6666666666667
"2367","15_2","prioritize who gets food",15,242,3,"Make sure every child has enough food.",2,93.3333333333333
"2368","15_2","prioritize who gets food",15,257,3,"Decide who gets what supplies",2,32
"2369","15_2","prioritize who gets food",15,259,3,"Start a raffle for who can eat",2,56.6666666666667
"2370","15_2","prioritize who gets food",15,268,3,"Give more food to the youngest.",2,90.6666666666667
"2371","15_2","prioritize who gets food",15,296,3,"Only feed half the people on the boat.",2,26.6666666666667
"2372","15_2","prioritize who gets food",15,297,3,"ask for volunteers to fast",2,76.6666666666667
"2373","15_2","prioritize who gets food",15,301,3,"tell the healthy people to not eat and give to the weak",2,21
"2374","15_2","prioritize who gets food",15,306,3,"Divide people into groups by health",2,61.6666666666667
"2375","15_2","prioritize who gets food",15,209,4,"not give food to fat people",2,57.6666666666667
"2376","15_2","prioritize who gets food",15,234,4,"Have passengers and crew list any medical issues to determine who may need food more",2,75
"2377","15_2","prioritize who gets food",15,242,4,"Taking food away from the elderly people on the ship.",2,6.66666666666667
"2378","15_2","prioritize who gets food",15,262,4,"prioritize who gets food",2,33.3333333333333
"2379","15_2","prioritize who gets food",15,275,4,"give food to women and children first",2,62
"2380","15_2","prioritize who gets food",15,278,4,"Divide the people into two groups and only feed one to survive",2,4.66666666666667
"2381","15_2","prioritize who gets food",15,279,4,"Allocate the supplies to those most in need.",2,83.3333333333333
"2382","15_2","prioritize who gets food",15,280,4,"Ahmed could give more food to passengers and less to the crew.",2,60
"2383","15_2","prioritize who gets food",15,296,4,"Hoard all the food for himself and a select few of his choosing.",2,10
"2384","15_2","prioritize who gets food",15,235,5,"Ahmed can feed only the people he likes.",2,0
"2385","15_2","prioritize who gets food",15,250,5,"Only let certain people eat so the food lasts longer",2,1
"2386","15_2","prioritize who gets food",15,255,5,"give children and young people more food",2,66.6666666666667
"2387","15_2","prioritize who gets food",15,259,5,"Tell staff and crew to eat less",2,60
"2388","15_2","prioritize who gets food",15,263,5,"triage the passengers, and priritize food/water to those most likely to survive",2,50
"2389","15_2","prioritize who gets food",15,270,5,"Feed only those who really need it.",2,61
"2390","15_2","prioritize who gets food",15,272,5,"Only passengers to consume it.",2,44.6666666666667
"2391","15_2","prioritize who gets food",15,276,5,"give food to some but not others",2,25
"2392","15_2","prioritize who gets food",15,280,5,"Ahmed could give more food to the crew and less to passengers.",2,35
"2393","15_2","prioritize who gets food",15,283,5,"Apportion food to passengers, more to the weaker people and less to the stronger people",2,51.3333333333333
"2394","15_2","prioritize who gets food",15,285,5,"Personly select people to survive so that not everyone dies.",2,2.66666666666667
"2395","16_2","just leave him",16,210,1,"leave him",2,13.3333333333333
"2396","16_2","just leave him",16,224,1,"Leave him and save herself",2,18.3333333333333
"2397","16_2","just leave him",16,258,1,"Leave Todd",2,6
"2398","16_2","just leave him",16,264,1,"Leave Todd to die",2,0
"2399","16_2","just leave him",16,266,1,"Leave todd.",2,17.6666666666667
"2400","16_2","just leave him",16,271,1,"abandon the dude",2,44
"2401","16_2","just leave him",16,272,1,"Let Todd die. Eva saves herself.",2,21.6666666666667
"2402","16_2","just leave him",16,284,1,"Abandon Todd",2,23.3333333333333
"2403","16_2","just leave him",16,285,1,"Leave him there to die.",2,4.33333333333333
"2404","16_2","just leave him",16,291,1,"Leave him be and only focus on your survival",2,10
"2405","16_2","just leave him",16,307,1,"let Todd fend for himself and leave",2,0
"2406","16_2","just leave him",16,220,2,"Leave Todd to die",2,21.6666666666667
"2407","16_2","just leave him",16,222,2,"Leave Todd",2,50
"2408","16_2","just leave him",16,236,2,"Leave him and continue the hike",2,3.33333333333333
"2409","16_2","just leave him",16,213,3,"Eva could leave Todd in the crevice and save herself",2,1
"2410","16_2","just leave him",16,214,3,"Leave Todd and do nothing",2,6.66666666666667
"2411","16_2","just leave him",16,221,3,"leave him",2,0
"2412","16_2","just leave him",16,240,3,"Keep on with the hike",2,0
"2413","16_2","just leave him",16,242,3,"Leave Todd.",2,1.66666666666667
"2414","16_2","just leave him",16,250,3,"Stop helping him and leave",2,2.33333333333333
"2415","16_2","just leave him",16,253,3,"leave Todd there to die",2,0
"2416","16_2","just leave him",16,269,3,"Just keep walking",2,37.6666666666667
"2417","16_2","just leave him",16,280,3,"Eva could leave Todd, and not look for help.",2,0.333333333333333
"2418","16_2","just leave him",16,282,3,"just abandon him",2,0
"2419","16_2","just leave him",16,287,3,"Leave him to die",2,0
"2420","16_2","just leave him",16,301,3,"leave him for dead",2,0
"2421","16_2","just leave him",16,209,4,"finish the hike",2,0
"2422","16_2","just leave him",16,211,4,"Leave him there",2,0
"2423","16_2","just leave him",16,228,4,"Eva may have to leave Todd and never return",2,2
